z,n,symbol,half_life_sec,zaid,formula
52,63,Te,348.0,52115,Te115
52,64,Te,8964.0,52116,Te116
52,65,Te,3720.0,52117,Te117
52,66,Te,518400.0,52118,Te118
52,67,Te,57780.0,52119,Te119
52,68,Te,,52120,Te120
52,69,Te,1656288.0,52121,Te121
52,70,Te,,52122,Te122
52,71,Te,2.903237189662464e+24,52123,Te123
52,72,Te,,52124,Te124
52,73,Te,,52125,Te125
52,74,Te,,52126,Te126
52,75,Te,33660.0,52127,Te127
52,76,Te,2.429883300043584e+32,52128,Te128
52,77,Te,4176.0,52129,Te129
52,78,Te,2.492997151992768e+28,52130,Te130
52,79,Te,1500.0,52131,Te131
52,80,Te,276825.6,52132,Te132
52,81,Te,750.0,52133,Te133
52,82,Te,2508.0,52134,Te134
52,83,Te,19.0,52135,Te135
52,84,Te,17.63,52136,Te136
52,85,Te,2.49,52137,Te137
52,86,Te,1.4,52138,Te138
52,87,Te,1.6,52139,Te139
52,88,Te,0.348,52140,Te140
52,89,Te,0.193,52141,Te141
52,90,Te,,52142,Te142
52,91,Te,4.08e-07,52143,Te143
52,92,Te,,52144,Te144
52,93,Te,,52145,Te145
53,55,I,0.036,53108,I108
53,56,I,9.28e-05,53109,I109
53,57,I,0.664,53110,I110
53,58,I,2.5,53111,I111
53,59,I,3.34,53112,I112
53,60,I,6.6,53113,I113
53,61,I,2.1,53114,I114
53,62,I,78.0,53115,I115
53,63,I,2.91,53116,I116
53,64,I,133.2,53117,I117
53,65,I,822.0,53118,I118
53,66,I,1146.0,53119,I119
53,67,I,4896.0,53120,I120
53,68,I,7632.0,53121,I121
53,69,I,217.8,53122,I122
53,70,I,47602.8,53123,I123
53,71,I,360806.4,53124,I124
53,72,I,5132764.8,53125,I125
53,73,I,1117152.0,53126,I126
53,74,I,,53127,I127
53,75,I,1499.4,53128,I128
53,76,I,495443737801094.4,53129,I129
53,77,I,44496.0,53130,I130
53,78,I,693377.28,53131,I131
53,79,I,8262.0,53132,I132
53,80,I,74988.0,53133,I133
53,81,I,3150.0,53134,I134
53,82,I,23688.0,53135,I135
53,83,I,83.4,53136,I136
53,84,I,24.5,53137,I137
53,85,I,6.26,53138,I138
53,86,I,2.28,53139,I139
53,87,I,0.86,53140,I140
53,88,I,0.418,53141,I141
53,89,I,0.222,53142,I142
53,90,I,0.13,53143,I143
53,91,I,3e-07,53144,I144
53,92,I,4.07e-07,53145,I145
53,93,I,0.094,53146,I146
53,94,I,,53147,I147
54,54,Xe,5.4e-05,54108,Xe108
54,55,Xe,0.013,54109,Xe109
54,56,Xe,0.093,54110,Xe110
54,57,Xe,0.74,54111,Xe111
54,58,Xe,2.7,54112,Xe112
54,59,Xe,2.74,54113,Xe113
54,60,Xe,10.0,54114,Xe114
54,61,Xe,18.0,54115,Xe115
54,62,Xe,59.0,54116,Xe116
54,63,Xe,61.0,54117,Xe117
54,64,Xe,228.0,54118,Xe118
54,65,Xe,348.0,54119,Xe119
54,66,Xe,2400.0,54120,Xe120
54,67,Xe,2406.0,54121,Xe121
54,68,Xe,72360.0,54122,Xe122
54,69,Xe,7380.0,54123,Xe123
54,70,Xe,5.04910815593472e+21,54124,Xe124
54,71,Xe,60840.0,54125,Xe125
54,72,Xe,,54126,Xe126
54,73,Xe,3140294.4,54127,Xe127
54,74,Xe,,54128,Xe128
54,75,Xe,,54129,Xe129
54,76,Xe,,54130,Xe130
54,77,Xe,,54131,Xe131
54,78,Xe,,54132,Xe132
54,79,Xe,453384.0,54133,Xe133
54,80,Xe,1.830301706526336e+30,54134,Xe134
54,81,Xe,32904.0,54135,Xe135
54,82,Xe,6.832074473499168e+28,54136,Xe136
54,83,Xe,229.08,54137,Xe137
54,84,Xe,848.4,54138,Xe138
54,85,Xe,39.68,54139,Xe139
54,86,Xe,13.6,54140,Xe140
54,87,Xe,1.73,54141,Xe141
54,88,Xe,1.23,54142,Xe142
54,89,Xe,0.511,54143,Xe143
54,90,Xe,1.15,54144,Xe144
54,91,Xe,0.188,54145,Xe145
54,92,Xe,0.146,54146,Xe146
54,93,Xe,0.088,54147,Xe147
54,94,Xe,4e-07,54148,Xe148
54,95,Xe,,54149,Xe149
54,96,Xe,,54150,Xe150
55,57,Cs,0.00049,55112,Cs112
55,58,Cs,1.77e-05,55113,Cs113
55,59,Cs,0.57,55114,Cs114
55,60,Cs,1.4,55115,Cs115
55,61,Cs,0.7,55116,Cs116
55,62,Cs,8.4,55117,Cs117
55,63,Cs,14.0,55118,Cs118
55,64,Cs,43.0,55119,Cs119
55,65,Cs,61.3,55120,Cs120
55,66,Cs,155.0,55121,Cs121
55,67,Cs,21.18,55122,Cs122
55,68,Cs,351.6,55123,Cs123
55,69,Cs,30.9,55124,Cs124
55,70,Cs,2802.0,55125,Cs125
55,71,Cs,98.58,55126,Cs126
55,72,Cs,22500.0,55127,Cs127
55,73,Cs,218.4,55128,Cs128
55,74,Cs,115416.0,55129,Cs129
55,75,Cs,1752.6,55130,Cs130
55,76,Cs,837129.6,55131,Cs131
55,77,Cs,559872.0,55132,Cs132
55,78,Cs,,55133,Cs133
55,79,Cs,65171363.5227274,55134,Cs134
55,80,Cs,72580929741561.6,55135,Cs135
55,81,Cs,1124064.0,55136,Cs136
55,82,Cs,949232333.3157274,55137,Cs137
55,83,Cs,1950.0,55138,Cs138
55,84,Cs,556.2,55139,Cs139
55,85,Cs,63.7,55140,Cs140
55,86,Cs,24.84,55141,Cs141
55,87,Cs,1.684,55142,Cs142
55,88,Cs,1.791,55143,Cs143
55,89,Cs,0.994,55144,Cs144
55,90,Cs,0.587,55145,Cs145
55,91,Cs,0.322,55146,Cs146
55,92,Cs,0.2295,55147,Cs147
55,93,Cs,0.146,55148,Cs148
55,94,Cs,0.107,55149,Cs149
55,95,Cs,0.084,55150,Cs150
55,96,Cs,0.069,55151,Cs151
55,97,Cs,0.05,55152,Cs152
56,58,Ba,0.43,56114,Ba114
56,59,Ba,0.45,56115,Ba115
56,60,Ba,1.3,56116,Ba116
56,61,Ba,1.75,56117,Ba117
56,62,Ba,5.5,56118,Ba118
56,63,Ba,5.4,56119,Ba119
56,64,Ba,24.0,56120,Ba120
56,65,Ba,29.7,56121,Ba121
56,66,Ba,117.0,56122,Ba122
56,67,Ba,144.0,56123,Ba123
56,68,Ba,660.0,56124,Ba124
56,69,Ba,198.0,56125,Ba125
56,70,Ba,6000.0,56126,Ba126
56,71,Ba,762.0,56127,Ba127
56,72,Ba,209952.0,56128,Ba128
56,73,Ba,8028.0,56129,Ba129
56,74,Ba,,56130,Ba130
56,75,Ba,993600.0,56131,Ba131
56,76,Ba,9.4670777923776e+28,56132,Ba132
56,77,Ba,332957125.9579202,56133,Ba133
56,78,Ba,,56134,Ba134
56,79,Ba,,56135,Ba135
56,80,Ba,,56136,Ba136
56,81,Ba,,56137,Ba137
56,82,Ba,,56138,Ba138
56,83,Ba,4975.8,56139,Ba139
56,84,Ba,1101686.4,56140,Ba140
56,85,Ba,1096.2,56141,Ba141
56,86,Ba,636.0,56142,Ba142
56,87,Ba,14.5,56143,Ba143
56,88,Ba,11.5,56144,Ba144
56,89,Ba,4.31,56145,Ba145
56,90,Ba,2.21,56146,Ba146
56,91,Ba,0.894,56147,Ba147
56,92,Ba,0.612,56148,Ba148
56,93,Ba,0.352,56149,Ba149
56,94,Ba,0.259,56150,Ba150
56,95,Ba,0.167,56151,Ba151
56,96,Ba,0.139,56152,Ba152
56,97,Ba,0.116,56153,Ba153
56,98,Ba,0.053,56154,Ba154
57,60,La,0.0235,57117,La117
57,63,La,2.8,57120,La120
57,64,La,5.3,57121,La121
57,65,La,8.6,57122,La122
57,66,La,16.3,57123,La123
57,67,La,21.0,57124,La124
57,68,La,64.8,57125,La125
57,69,La,54.0,57126,La126
57,70,La,306.0,57127,La127
57,71,La,310.8,57128,La128
57,72,La,696.0,57129,La129
57,73,La,522.0,57130,La130
57,74,La,3540.0,57131,La131
57,75,La,17280.0,57132,La132
57,76,La,14083.2,57133,La133
57,77,La,387.0,57134,La134
57,78,La,70200.0,57135,La135
57,79,La,592.2,57136,La136
57,80,La,1893415558475.52,57137,La137
57,81,La,3.250363375382976e+18,57138,La138
57,82,La,,57139,La139
57,83,La,145029.312,57140,La140
57,84,La,14112.0,57141,La141
57,85,La,5466.0,57142,La142
57,86,La,852.0,57143,La143
57,87,La,40.8,57144,La144
57,88,La,24.8,57145,La145
57,89,La,6.1,57146,La146
57,90,La,4.06,57147,La147
57,91,La,1.26,57148,La148
57,92,La,1.091,57149,La149
57,93,La,0.59,57150,La150
57,94,La,0.457,57151,La151
57,95,La,0.298,57152,La152
57,96,La,0.245,57153,La153
57,97,La,0.161,57154,La154
57,98,La,0.101,57155,La155
57,99,La,0.084,57156,La156
57,100,La,,57157,La157
58,63,Ce,1.1,58121,Ce121
58,64,Ce,,58122,Ce122
58,65,Ce,3.8,58123,Ce123
58,66,Ce,6.0,58124,Ce124
58,67,Ce,9.7,58125,Ce125
58,68,Ce,51.0,58126,Ce126
58,69,Ce,34.0,58127,Ce127
58,70,Ce,235.8,58128,Ce128
58,71,Ce,210.0,58129,Ce129
58,72,Ce,1374.0,58130,Ce130
58,73,Ce,618.0,58131,Ce131
58,74,Ce,12636.0,58132,Ce132
58,75,Ce,5820.0,58133,Ce133
58,76,Ce,273024.0,58134,Ce134
58,77,Ce,63720.0,58135,Ce135
58,78,Ce,,58136,Ce136
58,79,Ce,32400.0,58137,Ce137
58,80,Ce,1.388504742882048e+24,58138,Ce138
58,81,Ce,11891232.0,58139,Ce139
58,82,Ce,,58140,Ce140
58,83,Ce,2808345.6,58141,Ce141
58,84,Ce,1.5778462987296e+24,58142,Ce142
58,85,Ce,118940.4,58143,Ce143
58,86,Ce,24616224.0,58144,Ce144
58,87,Ce,180.6,58145,Ce145
58,88,Ce,809.4,58146,Ce146
58,89,Ce,56.4,58147,Ce147
58,90,Ce,56.8,58148,Ce148
58,91,Ce,5.12,58149,Ce149
58,92,Ce,4.0,58150,Ce150
58,93,Ce,1.76,58151,Ce151
58,94,Ce,1.4,58152,Ce152
58,95,Ce,0.865,58153,Ce153
58,96,Ce,0.722,58154,Ce154
58,97,Ce,0.313,58155,Ce155
58,98,Ce,0.233,58156,Ce156
58,99,Ce,0.18,58157,Ce157
58,100,Ce,0.099,58158,Ce158
59,62,Pr,0.01,59121,Pr121
59,65,Pr,1.2,59124,Pr124
59,66,Pr,3.3,59125,Pr125
59,67,Pr,3.14,59126,Pr126
59,68,Pr,4.2,59127,Pr127
59,69,Pr,2.84,59128,Pr128
59,70,Pr,30.0,59129,Pr129
59,71,Pr,40.0,59130,Pr130
59,72,Pr,90.6,59131,Pr131
59,73,Pr,96.0,59132,Pr132
59,74,Pr,390.0,59133,Pr133
59,75,Pr,1020.0,59134,Pr134
59,76,Pr,1440.0,59135,Pr135
59,77,Pr,786.0,59136,Pr136
59,78,Pr,4608.0,59137,Pr137
59,79,Pr,87.0,59138,Pr138
59,80,Pr,15876.0,59139,Pr139
59,81,Pr,203.4,59140,Pr140
59,82,Pr,,59141,Pr141
59,83,Pr,68832.0,59142,Pr142
59,84,Pr,1172448.0,59143,Pr143
59,85,Pr,1036.8,59144,Pr144
59,86,Pr,21542.4,59145,Pr145
59,87,Pr,1445.4,59146,Pr146
59,88,Pr,806.4,59147,Pr147
59,89,Pr,137.4,59148,Pr148
59,90,Pr,135.6,59149,Pr149
59,91,Pr,6.19,59150,Pr150
59,92,Pr,18.9,59151,Pr151
59,93,Pr,3.57,59152,Pr152
59,94,Pr,4.29,59153,Pr153
59,95,Pr,2.3,59154,Pr154
59,96,Pr,1.47,59155,Pr155
59,97,Pr,0.444,59156,Pr156
59,98,Pr,0.295,59157,Pr157
59,99,Pr,0.181,59158,Pr158
59,100,Pr,0.13,59159,Pr159
59,101,Pr,0.17,59160,Pr160
59,102,Pr,,59161,Pr161
60,65,Nd,0.65,60125,Nd125
60,66,Nd,,60126,Nd126
60,67,Nd,1.8,60127,Nd127
60,68,Nd,5.0,60128,Nd128
60,69,Nd,6.7,60129,Nd129
60,70,Nd,13.0,60130,Nd130
60,71,Nd,25.4,60131,Nd131
60,72,Nd,94.0,60132,Nd132
60,73,Nd,70.0,60133,Nd133
60,74,Nd,510.0,60134,Nd134
60,75,Nd,744.0,60135,Nd135
60,76,Nd,3039.0,60136,Nd136
60,77,Nd,2310.0,60137,Nd137
60,78,Nd,18144.0,60138,Nd138
60,79,Nd,1782.0,60139,Nd139
60,80,Nd,291168.0,60140,Nd140
60,81,Nd,8964.0,60141,Nd141
60,82,Nd,,60142,Nd142
60,83,Nd,,60143,Nd143
60,84,Nd,7.226536048181568e+22,60144,Nd144
60,85,Nd,,60145,Nd145
60,86,Nd,,60146,Nd146
60,87,Nd,952992.0,60147,Nd147
60,88,Nd,,60148,Nd148
60,89,Nd,6213.6,60149,Nd149
60,90,Nd,2.871680263687872e+26,60150,Nd150
60,91,Nd,746.4,60151,Nd151
60,92,Nd,684.0,60152,Nd152
60,93,Nd,31.6,60153,Nd153
60,94,Nd,25.9,60154,Nd154
60,95,Nd,8.9,60155,Nd155
60,96,Nd,5.26,60156,Nd156
60,97,Nd,1.15,60157,Nd157
60,98,Nd,0.82,60158,Nd158
60,99,Nd,0.485,60159,Nd159
60,100,Nd,0.439,60160,Nd160
60,101,Nd,0.22,60161,Nd161
60,102,Nd,0.31,60162,Nd162
60,103,Nd,,60163,Nd163
61,67,Pm,1.0,61128,Pm128
61,68,Pm,2.4,61129,Pm129
61,69,Pm,2.6,61130,Pm130
61,70,Pm,6.3,61131,Pm131
61,71,Pm,6.2,61132,Pm132
61,72,Pm,13.5,61133,Pm133
61,73,Pm,5.0,61134,Pm134
61,74,Pm,49.0,61135,Pm135
61,75,Pm,300.0,61136,Pm136
61,76,Pm,144.0,61137,Pm137
61,77,Pm,10.0,61138,Pm138
61,78,Pm,249.0,61139,Pm139
61,79,Pm,9.2,61140,Pm140
61,80,Pm,1254.0,61141,Pm141
61,81,Pm,40.5,61142,Pm142
61,82,Pm,22896000.0,61143,Pm143
61,83,Pm,31363200.0,61144,Pm144
61,84,Pm,558557589.7502784,61145,Pm145
61,85,Pm,174509800.63949376,61146,Pm146
61,86,Pm,82786439.60174465,61147,Pm147
61,87,Pm,463795.2,61148,Pm148
61,88,Pm,191088.0,61149,Pm149
61,89,Pm,9712.8,61150,Pm150
61,90,Pm,102240.0,61151,Pm151
61,91,Pm,247.2,61152,Pm152
61,92,Pm,315.0,61153,Pm153
61,93,Pm,160.8,61154,Pm154
61,94,Pm,41.5,61155,Pm155
61,95,Pm,26.7,61156,Pm156
61,96,Pm,10.56,61157,Pm157
61,97,Pm,4.8,61158,Pm158
61,98,Pm,1.5,61159,Pm159
61,99,Pm,0.725,61160,Pm160
61,100,Pm,1.05,61161,Pm161
61,101,Pm,0.63,61162,Pm162
61,102,Pm,0.43,61163,Pm163
61,103,Pm,,61164,Pm164
61,104,Pm,,61165,Pm165
62,67,Sm,0.55,62129,Sm129
62,68,Sm,,62130,Sm130
62,69,Sm,1.2,62131,Sm131
62,70,Sm,4.0,62132,Sm132
62,71,Sm,2.89,62133,Sm133
62,72,Sm,9.5,62134,Sm134
62,73,Sm,10.3,62135,Sm135
62,74,Sm,47.0,62136,Sm136
62,75,Sm,45.0,62137,Sm137
62,76,Sm,186.0,62138,Sm138
62,77,Sm,154.2,62139,Sm139
62,78,Sm,889.2,62140,Sm140
62,79,Sm,612.0,62141,Sm141
62,80,Sm,4349.4,62142,Sm142
62,81,Sm,525.0,62143,Sm143
62,82,Sm,,62144,Sm144
62,83,Sm,29376000.0,62145,Sm145
62,84,Sm,2145870966272256.0,62146,Sm146
62,85,Sm,3.3860581570737213e+18,62147,Sm147
62,86,Sm,2.20898481822144e+23,62148,Sm148
62,87,Sm,,62149,Sm149
62,88,Sm,,62150,Sm150
62,89,Sm,2840123337.71328,62151,Sm151
62,90,Sm,,62152,Sm152
62,91,Sm,166622.4,62153,Sm153
62,92,Sm,,62154,Sm154
62,93,Sm,1330.8,62155,Sm155
62,94,Sm,33840.0,62156,Sm156
62,95,Sm,481.8,62157,Sm157
62,96,Sm,318.0,62158,Sm158
62,97,Sm,11.37,62159,Sm159
62,98,Sm,9.6,62160,Sm160
62,99,Sm,4.8,62161,Sm161
62,100,Sm,2.4,62162,Sm162
62,101,Sm,1.23,62163,Sm163
62,102,Sm,1.43,62164,Sm164
62,103,Sm,0.98,62165,Sm165
62,104,Sm,0.8,62166,Sm166
62,105,Sm,,62167,Sm167
62,106,Sm,,62168,Sm168
63,67,Eu,0.0009,63130,Eu130
63,68,Eu,0.0178,63131,Eu131
63,69,Eu,,63132,Eu132
63,71,Eu,0.5,63134,Eu134
63,72,Eu,1.5,63135,Eu135
63,73,Eu,3.3,63136,Eu136
63,74,Eu,11.0,63137,Eu137
63,75,Eu,12.1,63138,Eu138
63,76,Eu,17.9,63139,Eu139
63,77,Eu,1.51,63140,Eu140
63,78,Eu,40.7,63141,Eu141
63,79,Eu,2.34,63142,Eu142
63,80,Eu,155.4,63143,Eu143
63,81,Eu,10.2,63144,Eu144
63,82,Eu,512352.0,63145,Eu145
63,83,Eu,398304.0,63146,Eu146
63,84,Eu,2082240.0,63147,Eu147
63,85,Eu,4708800.0,63148,Eu148
63,86,Eu,8043840.0,63149,Eu149
63,87,Eu,1164450568.4624448,63150,Eu150
63,88,Eu,5.36467741568064e+25,63151,Eu151
63,89,Eu,426554968.3985601,63152,Eu152
63,90,Eu,,63153,Eu153
63,91,Eu,271421120.3074658,63154,Eu154
63,92,Eu,149990069.15723577,63155,Eu155
63,93,Eu,1312416.0,63156,Eu156
63,94,Eu,54648.0,63157,Eu157
63,95,Eu,2754.0,63158,Eu158
63,96,Eu,1086.0,63159,Eu159
63,97,Eu,42.6,63160,Eu160
63,98,Eu,26.0,63161,Eu161
63,99,Eu,10.6,63162,Eu162
63,100,Eu,7.7,63163,Eu163
63,101,Eu,4.15,63164,Eu164
63,102,Eu,2.3,63165,Eu165
63,103,Eu,1.7,63166,Eu166
63,104,Eu,1.3,63167,Eu167
63,105,Eu,0.2,63168,Eu168
63,106,Eu,,63169,Eu169
64,70,Gd,,64134,Gd134
64,71,Gd,1.1,64135,Gd135
64,72,Gd,2e-07,64136,Gd136
64,73,Gd,2.2,64137,Gd137
64,74,Gd,4.7,64138,Gd138
64,75,Gd,5.8,64139,Gd139
64,76,Gd,15.8,64140,Gd140
64,77,Gd,14.0,64141,Gd141
64,78,Gd,70.2,64142,Gd142
64,79,Gd,39.0,64143,Gd143
64,80,Gd,268.2,64144,Gd144
64,81,Gd,1380.0,64145,Gd145
64,82,Gd,4170528.0,64146,Gd146
64,83,Gd,137016.0,64147,Gd147
64,84,Gd,2243697436.7934914,64148,Gd148
64,85,Gd,801792.0,64149,Gd149
64,86,Gd,56486897494519.68,64150,Gd150
64,87,Gd,10704960.0,64151,Gd151
64,88,Gd,3.408148005255936e+21,64152,Gd152
64,89,Gd,20770560.0,64153,Gd153
64,90,Gd,,64154,Gd154
64,91,Gd,,64155,Gd155
64,92,Gd,,64156,Gd156
64,93,Gd,,64157,Gd157
64,94,Gd,,64158,Gd158
64,95,Gd,66524.4,64159,Gd159
64,96,Gd,,64160,Gd160
64,97,Gd,219.6,64161,Gd161
64,98,Gd,504.0,64162,Gd162
64,99,Gd,68.0,64163,Gd163
64,100,Gd,45.0,64164,Gd164
64,101,Gd,10.3,64165,Gd165
64,102,Gd,4.8,64166,Gd166
64,103,Gd,4.26,64167,Gd167
64,104,Gd,3.03,64168,Gd168
64,105,Gd,0.75,64169,Gd169
64,106,Gd,0.41,64170,Gd170
64,107,Gd,,64171,Gd171
64,108,Gd,,64172,Gd172
65,70,Tb,0.00094,65135,Tb135
65,73,Tb,2e-07,65138,Tb138
65,74,Tb,1.6,65139,Tb139
65,75,Tb,2.29,65140,Tb140
65,76,Tb,3.5,65141,Tb141
65,77,Tb,0.597,65142,Tb142
65,78,Tb,12.0,65143,Tb143
65,79,Tb,1.0,65144,Tb144
65,80,Tb,,65145,Tb145
65,81,Tb,8.0,65146,Tb146
65,82,Tb,5904.0,65147,Tb147
65,83,Tb,3600.0,65148,Tb148
65,84,Tb,14832.0,65149,Tb149
65,85,Tb,12528.0,65150,Tb150
65,86,Tb,63392.4,65151,Tb151
65,87,Tb,63000.0,65152,Tb152
65,88,Tb,202176.0,65153,Tb153
65,89,Tb,77400.0,65154,Tb154
65,90,Tb,459648.0,65155,Tb155
65,91,Tb,462240.0,65156,Tb156
65,92,Tb,2240541744.196032,65157,Tb157
65,93,Tb,5680246675.42656,65158,Tb158
65,94,Tb,,65159,Tb159
65,95,Tb,6246720.0,65160,Tb160
65,96,Tb,595296.0,65161,Tb161
65,97,Tb,456.0,65162,Tb162
65,98,Tb,1170.0,65163,Tb163
65,99,Tb,180.0,65164,Tb164
65,100,Tb,126.6,65165,Tb165
65,101,Tb,25.1,65166,Tb166
65,102,Tb,19.4,65167,Tb167
65,103,Tb,8.2,65168,Tb168
65,104,Tb,5.1,65169,Tb169
65,105,Tb,0.96,65170,Tb170
65,106,Tb,1.24,65171,Tb171
65,107,Tb,0.76,65172,Tb172
65,108,Tb,,65173,Tb173
65,109,Tb,,65174,Tb174
66,73,Dy,0.6,66139,Dy139
66,74,Dy,,66140,Dy140
66,75,Dy,0.9,66141,Dy141
66,76,Dy,2.3,66142,Dy142
66,77,Dy,5.6,66143,Dy143
66,78,Dy,9.1,66144,Dy144
66,79,Dy,6.0,66145,Dy145
66,80,Dy,33.2,66146,Dy146
66,81,Dy,67.0,66147,Dy147
66,82,Dy,198.0,66148,Dy148
66,83,Dy,252.0,66149,Dy149
66,84,Dy,430.2,66150,Dy150
66,85,Dy,1074.0,66151,Dy151
66,86,Dy,8568.0,66152,Dy152
66,87,Dy,23040.0,66153,Dy153
66,88,Dy,94670777923776.0,66154,Dy154
66,89,Dy,35640.0,66155,Dy155
66,90,Dy,,66156,Dy156
66,91,Dy,29304.0,66157,Dy157
66,92,Dy,,66158,Dy158
66,93,Dy,12476160.0,66159,Dy159
66,94,Dy,,66160,Dy160
66,95,Dy,,66161,Dy161
66,96,Dy,,66162,Dy162
66,97,Dy,,66163,Dy163
66,98,Dy,,66164,Dy164
66,99,Dy,8395.2,66165,Dy165
66,100,Dy,293760.0,66166,Dy166
66,101,Dy,372.0,66167,Dy167
66,102,Dy,522.0,66168,Dy168
66,103,Dy,39.0,66169,Dy169
66,104,Dy,55.0,66170,Dy170
66,105,Dy,4.1,66171,Dy171
66,106,Dy,1.6e-07,66172,Dy172
66,107,Dy,1.43,66173,Dy173
66,108,Dy,1.6e-07,66174,Dy174
66,109,Dy,,66175,Dy175
66,110,Dy,,66176,Dy176
67,73,Ho,0.006,67140,Ho140
67,74,Ho,0.0041,67141,Ho141
67,75,Ho,0.4,67142,Ho142
67,76,Ho,,67143,Ho143
67,77,Ho,0.7,67144,Ho144
67,78,Ho,2.4,67145,Ho145
67,79,Ho,3.32,67146,Ho146
67,80,Ho,5.8,67147,Ho147
67,81,Ho,2.2,67148,Ho148
67,82,Ho,21.0,67149,Ho149
67,83,Ho,72.0,67150,Ho150
67,84,Ho,35.2,67151,Ho151
67,85,Ho,161.8,67152,Ho152
67,86,Ho,120.6,67153,Ho153
67,87,Ho,705.6,67154,Ho154
67,88,Ho,2880.0,67155,Ho155
67,89,Ho,3360.0,67156,Ho156
67,90,Ho,756.0,67157,Ho157
67,91,Ho,678.0,67158,Ho158
67,92,Ho,1983.0,67159,Ho159
67,93,Ho,1536.0,67160,Ho160
67,94,Ho,8928.0,67161,Ho161
67,95,Ho,900.0,67162,Ho162
67,96,Ho,144215151703.88544,67163,Ho163
67,97,Ho,1728.0,67164,Ho164
67,98,Ho,,67165,Ho165
67,99,Ho,96566.4,67166,Ho166
67,100,Ho,11160.0,67167,Ho167
67,101,Ho,179.4,67168,Ho168
67,102,Ho,283.2,67169,Ho169
67,103,Ho,165.6,67170,Ho170
67,104,Ho,53.0,67171,Ho171
67,105,Ho,25.0,67172,Ho172
67,106,Ho,6.9,67173,Ho173
67,107,Ho,3.2,67174,Ho174
67,108,Ho,1.9,67175,Ho175
67,109,Ho,1.6e-07,67176,Ho176
67,110,Ho,,67177,Ho177
67,111,Ho,,67178,Ho178
68,75,Er,,68143,Er143
68,76,Er,2e-07,68144,Er144
68,77,Er,,68145,Er145
68,78,Er,1.7,68146,Er146
68,79,Er,3.2,68147,Er147
68,80,Er,4.6,68148,Er148
68,81,Er,4.0,68149,Er149
68,82,Er,18.5,68150,Er150
68,83,Er,23.5,68151,Er151
68,84,Er,10.3,68152,Er152
68,85,Er,37.1,68153,Er153
68,86,Er,223.8,68154,Er154
68,87,Er,318.0,68155,Er155
68,88,Er,1170.0,68156,Er156
68,89,Er,1119.0,68157,Er157
68,90,Er,8244.0,68158,Er158
68,91,Er,2160.0,68159,Er159
68,92,Er,102888.0,68160,Er160
68,93,Er,11556.0,68161,Er161
68,94,Er,,68162,Er162
68,95,Er,4500.0,68163,Er163
68,96,Er,,68164,Er164
68,97,Er,37296.0,68165,Er165
68,98,Er,,68166,Er166
68,99,Er,,68167,Er167
68,100,Er,,68168,Er168
68,101,Er,811468.8,68169,Er169
68,102,Er,,68170,Er170
68,103,Er,27057.6,68171,Er171
68,104,Er,177480.0,68172,Er172
68,105,Er,84.0,68173,Er173
68,106,Er,192.0,68174,Er174
68,107,Er,72.0,68175,Er175
68,108,Er,1.6e-07,68176,Er176
68,109,Er,,68177,Er177
68,110,Er,1.6e-07,68178,Er178
68,111,Er,,68179,Er179
68,112,Er,,68180,Er180
69,75,Tm,1.9e-06,69144,Tm144
69,76,Tm,3.17e-06,69145,Tm145
69,77,Tm,0.068,69146,Tm146
69,78,Tm,0.58,69147,Tm147
69,79,Tm,0.7,69148,Tm148
69,80,Tm,0.9,69149,Tm149
69,81,Tm,2.2,69150,Tm150
69,82,Tm,4.17,69151,Tm151
69,83,Tm,8.0,69152,Tm152
69,84,Tm,1.48,69153,Tm153
69,85,Tm,8.1,69154,Tm154
69,86,Tm,21.6,69155,Tm155
69,87,Tm,83.8,69156,Tm156
69,88,Tm,217.8,69157,Tm157
69,89,Tm,238.8,69158,Tm158
69,90,Tm,547.8,69159,Tm159
69,91,Tm,564.0,69160,Tm160
69,92,Tm,1812.0,69161,Tm161
69,93,Tm,1302.0,69162,Tm162
69,94,Tm,6516.0,69163,Tm163
69,95,Tm,117.0,69164,Tm164
69,96,Tm,108216.0,69165,Tm165
69,97,Tm,27720.0,69166,Tm166
69,98,Tm,799200.0,69167,Tm167
69,99,Tm,8043840.0,69168,Tm168
69,100,Tm,,69169,Tm169
69,101,Tm,11111040.0,69170,Tm170
69,102,Tm,60589297.87121664,69171,Tm171
69,103,Tm,228960.0,69172,Tm172
69,104,Tm,29664.0,69173,Tm173
69,105,Tm,324.0,69174,Tm174
69,106,Tm,912.0,69175,Tm175
69,107,Tm,111.0,69176,Tm176
69,108,Tm,95.0,69177,Tm177
69,109,Tm,3e-07,69178,Tm178
69,110,Tm,1.6e-07,69179,Tm179
69,111,Tm,3e-07,69180,Tm180
69,112,Tm,1.6e-07,69181,Tm181
70,79,Yb,0.7,70149,Yb149
70,80,Yb,2e-07,70150,Yb150
70,81,Yb,1.6,70151,Yb151
70,82,Yb,3.03,70152,Yb152
70,83,Yb,4.2,70153,Yb153
70,84,Yb,0.409,70154,Yb154
70,85,Yb,1.793,70155,Yb155
70,86,Yb,26.1,70156,Yb156
70,87,Yb,38.6,70157,Yb157
70,88,Yb,89.4,70158,Yb158
70,89,Yb,100.2,70159,Yb159
70,90,Yb,288.0,70160,Yb160
70,91,Yb,252.0,70161,Yb161
70,92,Yb,1132.2,70162,Yb162
70,93,Yb,663.0,70163,Yb163
